timestamp_computer,left_gaze_point_on_display_area,right_gaze_point_on_display_area,left_pupil_diameter,right_pupil_validity,right_pupil_diameter,right_pupil_validity
1611163765.27864,"(0.3895731568336487, 0.6809093356132507)","(0.4264964461326599, 0.683517336845398)",4.3068695068359375,1,3.990386962890625,1
1611163765.3324978,"(0.41243642568588257, 0.6064936518669128)","(0.459414005279541, 0.585350751876831)",4.30584716796875,1,3.9927978515625,1
1611163765.385357,"(0.4285103380680084, 0.5433179140090942)","(0.47329965233802795, 0.5365324020385742)",4.2996673583984375,1,4.0096282958984375,1
1611163765.4332278,"(0.43437033891677856, 0.5234766602516174)","(0.47573599219322205, 0.5136122703552246)",4.2977447509765625,1,4.0181427001953125,1
1611163765.4850845,"(0.43480998277664185, 0.5265897512435913)","(0.47252827882766724, 0.5150023698806763)",4.29461669921875,1,4.01312255859375,1
1611163765.5379488,"(0.4378233850002289, 0.526809811592102)","(0.4718349277973175, 0.518527090549469)",4.2963104248046875,1,4.0330810546875,1
1611163765.5957923,"(0.4410240352153778, 0.522131621837616)","(0.4733251631259918, 0.5152880549430847)",4.2942657470703125,1,4.03125,1
1611163765.6306982,"(0.44268015027046204, 0.5180624127388)","(0.4727557599544525, 0.5133656859397888)",4.29644775390625,1,4.03472900390625,1
1611163765.6785705,"(0.4449939429759979, 0.5169765949249268)","(0.4728546142578125, 0.5113508105278015)",4.3031463623046875,1,4.02349853515625,1
1611163765.7254467,"(0.445333868265152, 0.5169119238853455)","(0.4732714593410492, 0.5095547437667847)",4.300506591796875,1,4.020599365234375,1
1611163765.7783048,"(0.44754213094711304, 0.516830563545227)","(0.473747581243515, 0.5073640942573547)",4.296142578125,1,4.0217742919921875,1
1611163765.8321598,"(0.44565069675445557, 0.5170356631278992)","(0.4739430546760559, 0.5042271018028259)",4.2939453125,1,4.01861572265625,1
1611163765.8860157,"(0.44553107023239136, 0.5192186832427979)","(0.4754970669746399, 0.5046277046203613)",4.2952117919921875,1,4.0205841064453125,1
1611163765.9398396,"(0.4437127709388733, 0.5210444331169128)","(0.4764222502708435, 0.5025439262390137)",4.2921600341796875,1,4.0220184326171875,1
1611163765.9727843,"(0.4460354745388031, 0.520092785358429)","(0.47688156366348267, 0.5006258487701416)",4.285308837890625,1,4.02191162109375,1
1611163766.001707,"(0.44661056995391846, 0.519280731678009)","(0.4756910502910614, 0.5005661249160767)",4.277496337890625,1,4.022918701171875,1
1611163766.0545623,"(0.4472590982913971, 0.5156170725822449)","(0.4748505651950836, 0.5035539269447327)",4.27734375,1,4.0256195068359375,1
1611163766.1074228,"(0.44966694712638855, 0.4967613220214844)","(0.48032519221305847, 0.48801228404045105)",4.2760009765625,1,4.028961181640625,1
1611163766.1612747,"(0.45814570784568787, 0.43356794118881226)","(0.4919974207878113, 0.43440482020378113)",4.2744903564453125,1,4.024993896484375,1
1611163766.1951864,"(0.47291573882102966, 0.36441051959991455)","(0.5099749565124512, 0.3400827646255493)",4.26617431640625,1,4.024993896484375,1
1611163766.2480426,"(0.478159636259079, 0.3005503714084625)","(0.5159773230552673, 0.28638824820518494)",4.2648162841796875,1,4.0086212158203125,1
1611163766.2949233,"(0.4795844554901123, 0.2954890727996826)","(0.5154289603233337, 0.2694105803966522)",4.2550811767578125,1,4.0040283203125,1
1611163766.3477483,"(0.47873708605766296, 0.2916063964366913)","(0.5136488080024719, 0.27823615074157715)",4.2593536376953125,1,3.9986419677734375,1
1611163766.4006429,"(0.4804078936576843, 0.3015933334827423)","(0.5133479237556458, 0.2800494134426117)",4.2534637451171875,1,4.00506591796875,1
1611163766.4365435,"(0.48073434829711914, 0.29770660400390625)","(0.5130192041397095, 0.27391085028648376)",4.246246337890625,1,4.0054168701171875,1
1611163766.489398,"(0.4818880558013916, 0.29952874779701233)","(0.51145339012146, 0.2730771601200104)",4.2419891357421875,1,4.0069732666015625,1
1611163766.5372713,"(0.482092946767807, 0.29908448457717896)","(0.5117729306221008, 0.2723122537136078)",4.230804443359375,1,4.00701904296875,1
1611163766.5731459,"(0.4821600019931793, 0.30274370312690735)","(0.5097647905349731, 0.2737524211406708)",4.231842041015625,1,4.0076141357421875,1
1611163766.6250343,"(0.4828438460826874, 0.3010263741016388)","(0.5095040798187256, 0.2729162871837616)",4.2298583984375,1,4.008331298828125,1
1611163766.6769857,"(0.48291015625, 0.30041825771331787)","(0.5090153813362122, 0.27560511231422424)",4.23681640625,1,4.004119873046875,1
1611163766.7288396,"(0.4825044572353363, 0.29965394735336304)","(0.5096169710159302, 0.27537259459495544)",4.2359619140625,1,4.0025482177734375,1
1611163766.7827008,"(0.48274704813957214, 0.2976848781108856)","(0.5078954100608826, 0.2762645483016968)",4.2353057861328125,1,4.0067596435546875,1
1611163766.834563,"(0.48292276263237, 0.29629552364349365)","(0.5057576298713684, 0.2761830687522888)",4.2295684814453125,1,4.0120849609375,1
1611163766.8804414,"(0.48426660895347595, 0.29256826639175415)","(0.5050340294837952, 0.27592983841896057)",4.2325439453125,1,4.0165557861328125,1
1611163766.9323032,"(0.4838464558124542, 0.2935201823711395)","(0.5056397914886475, 0.2710997462272644)",4.233734130859375,1,4.020843505859375,1
1611163766.9861574,"(0.4849564731121063, 0.2934173345565796)","(0.5063710808753967, 0.2677668035030365)",4.2451019287109375,1,4.0247344970703125,1
1611163767.039017,"(0.48567503690719604, 0.2929384410381317)","(0.5095506906509399, 0.2685260474681854)",4.253265380859375,1,4.026336669921875,1
1611163767.0868876,"(0.4860120117664337, 0.28960520029067993)","(0.5098346471786499, 0.2706683278083801)",4.258697509765625,1,4.025360107421875,1
1611163767.1168075,"(0.48666077852249146, 0.287850022315979)","(0.5094876885414124, 0.27100324630737305)",4.2630615234375,1,4.0248260498046875,1
1611163767.1706634,"(0.4867452383041382, 0.2898739278316498)","(0.5072901844978333, 0.27197203040122986)",4.256744384765625,1,4.0288848876953125,1
1611163767.223489,"(0.486416757106781, 0.2927720248699188)","(0.5064473152160645, 0.27175474166870117)",4.25537109375,1,4.0320892333984375,1
1611163767.2763817,"(0.4828779101371765, 0.2893454432487488)","(0.5069773197174072, 0.27052995562553406)",4.25079345703125,1,4.0319671630859375,1
1611163767.3282459,"(0.4825224280357361, 0.28596898913383484)","(0.5071934461593628, 0.2689260244369507)",4.2610321044921875,1,4.0299530029296875,1
1611163767.3811002,"(0.4831031858921051, 0.2836705148220062)","(0.5080381631851196, 0.2704053223133087)",4.2723236083984375,1,4.0321044921875,1
1611163767.4339268,"(0.48457005620002747, 0.28491008281707764)","(0.507893979549408, 0.2743496000766754)",4.2776336669921875,1,4.0374755859375,1
1611163767.4628775,"(0.48450034856796265, 0.2891205847263336)","(0.5086197257041931, 0.27866119146347046)",4.2781829833984375,1,4.0476531982421875,1
1611163767.5107539,"(0.4842626750469208, 0.2885453999042511)","(0.5088876485824585, 0.2765476703643799)",4.2836761474609375,1,4.0493621826171875,1
1611163767.5616174,"(0.4845643639564514, 0.28575897216796875)","(0.5096668004989624, 0.27583441138267517)",4.291259765625,1,4.0472259521484375,1
1611163767.6154778,"(0.4860658645629883, 0.2823871374130249)","(0.5078458786010742, 0.27572792768478394)",4.2995758056640625,1,4.0463409423828125,1
1611163767.655371,"(0.48505961894989014, 0.28202566504478455)","(0.5069071650505066, 0.2777389585971832)",4.3040771484375,1,4.0536346435546875,1
1611163767.7092233,"(0.4849447011947632, 0.2773372232913971)","(0.5057628750801086, 0.2790718972682953)",4.30859375,1,4.0562744140625,1
1611163767.7630787,"(0.4834021031856537, 0.27761489152908325)","(0.5074207186698914, 0.2771129906177521)",4.3119964599609375,1,4.0544281005859375,1
1611163767.8159375,"(0.4836879372596741, 0.28062957525253296)","(0.5079576373100281, 0.2764149308204651)",4.320892333984375,1,4.0566253662109375,1
1611163767.8687963,"(0.48479586839675903, 0.28337720036506653)","(0.5082119107246399, 0.27477768063545227)",4.3285064697265625,1,4.063934326171875,1
1611163767.9166687,"(0.48409751057624817, 0.2847164273262024)","(0.5073818564414978, 0.27656450867652893)",4.335205078125,1,4.0730133056640625,1
1611163767.9705238,"(0.48337113857269287, 0.28591468930244446)","(0.5068864226341248, 0.27741625905036926)",4.3410797119140625,1,4.07733154296875,1
1611163768.0233505,"(0.48366984724998474, 0.28555938601493835)","(0.5071510672569275, 0.27852216362953186)",4.345916748046875,1,4.0797271728515625,1
1611163768.0762367,"(0.48367249965667725, 0.28535112738609314)","(0.5057742595672607, 0.2798365652561188)",4.353424072265625,1,4.08880615234375,1
1611163768.128098,"(0.4847029149532318, 0.2826668620109558)","(0.5055418014526367, 0.2794279158115387)",4.3574371337890625,1,4.0977630615234375,1
1611163768.1739805,"(0.48404499888420105, 0.28240540623664856)","(0.5060465931892395, 0.27865564823150635)",4.366363525390625,1,4.1044158935546875,1
1611163768.2218194,"(0.4831271171569824, 0.28271007537841797)","(0.5062364935874939, 0.27348941564559937)",4.36663818359375,1,4.1046600341796875,1
1611163768.2727182,"(0.48289984464645386, 0.2841649353504181)","(0.5064628720283508, 0.2745065689086914)",4.3747406005859375,1,4.111053466796875,1
1611163768.3255801,"(0.48124316334724426, 0.28338953852653503)","(0.5049866437911987, 0.2707543969154358)",4.3817138671875,1,4.1085357666015625,1
1611163768.3784337,"(0.48270517587661743, 0.2814163565635681)","(0.5065962076187134, 0.2755020260810852)",4.3883819580078125,1,4.1212615966796875,1
1611163768.4322906,"(0.48320072889328003, 0.27757948637008667)","(0.5068905353546143, 0.27381011843681335)",4.3925323486328125,1,4.127960205078125,1
1611163768.486141,"(0.48625364899635315, 0.27660539746284485)","(0.5073754191398621, 0.2761215269565582)",4.38873291015625,1,4.136383056640625,1
1611163768.538006,"(0.48635244369506836, 0.2811364233493805)","(0.5079391598701477, 0.2744983732700348)",4.3899688720703125,1,4.1320037841796875,1
1611163768.5918634,"(0.919249415397644, 0.01386371161788702)","(0.9121888875961304, 0.07587119936943054)",4.3531646728515625,1,4.0337677001953125,1
1611163768.6437235,"(0.9192149043083191, 0.01341462042182684)","(0.9128987193107605, 0.0751340389251709)",4.3543853759765625,1,4.04156494140625,1
1611163768.691563,"(0.9198706746101379, 0.012583817355334759)","(0.9134863018989563, 0.07359053194522858)",4.3556365966796875,1,4.046600341796875,1
1611163768.7444217,"(0.9188510179519653, 0.011289778165519238)","(0.9123084545135498, 0.07179707288742065)",4.3613128662109375,1,4.0547637939453125,1
1611163768.7953131,"(0.9193698167800903, 0.01093309372663498)","(0.912684977054596, 0.0725393295288086)",4.3625335693359375,1,4.060943603515625,1
1611163768.8491745,"(0.919822096824646, 0.010447494685649872)","(0.9127688407897949, 0.07207965850830078)",4.3691558837890625,1,4.071502685546875,1
1611163768.9000423,"(0.9211397767066956, 0.010530391708016396)","(0.9137619137763977, 0.07260019332170486)",4.370391845703125,1,4.075439453125,1
